LAKE,LAT,LON,Feb-08,Feb-08,Mar-08,Mar-08,Mar-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,May-08,Jun-08,Jun-08,Jun-08,Jul-08,Jul-08,Aug-08,Aug-08,Sep-08,Sep-08,Sep-08,Oct-08,Oct-08,Oct-08,Oct-08,Oct-08,Nov-08,Nov-08,Nov-08,Nov-08,Nov-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Jan-09,Jan-09,Jan-09,Jan-09,Jan-09,Feb-09,Feb-09,Feb-09,Feb-09,Feb-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Apr-09,Apr-09,Apr-09,Apr-09,Apr-09,Apr-09,May-09,May-09,May-09,May-09,Jun-09,Jun-09,Jun-09,Jul-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Sep-09,Sep-09,Sep-09,Sep-09,Oct-09,Oct-09,Oct-09,Oct-09,Oct-09,Oct-09,Dec-09,Dec-09,Jan-10,Jan-10,Jan-10,Jan-10,Feb-10,Feb-10,Feb-10,Feb-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,May-10,May-10,May-10,May-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jul-10,Jul-10,Jul-10,Aug-10,Aug-10,Aug-10,Aug-10,Sep-10,Sep-10,Sep-10,Sep-10,Oct-10,Oct-10,Oct-10,Oct-10,Oct-10,Oct-10,Nov-10,Dec-10,Dec-10,Dec-10,Dec-10,Dec-10,Jan-11,Jan-11,Feb-11,Feb-11,Feb-11,Mar-11,Mar-11,Mar-11,Mar-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,May-11,May-11,May-11,May-11,May-11,May-11,Jun-11,Jun-11,Jun-11,Jun-11,Jul-11,Jul-11,Jul-11,Aug-11,Aug-11,Sep-11,Sep-11,Sep-11,Sep-11,Sep-11,Oct-11,Oct-11,Oct-11,Oct-11,Nov-11,Nov-11,Nov-11,Nov-11,Dec-11
Lake Laurier,29.19,-90.13,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,29.19,90.13,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,29.19,90.13,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,29.19,90.13,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929
Lake Laurier,29.58,-89.94,0,0,0,0,0,0,0,0,0,964,2568,3425,11411,9370,5382,3143,2498,1497,1469,1040,1079,2980,4493,4475,5817,4683,5812,5336,2538,1937,1987,1399,1264,1699,2114,4368,4448,4246,3819,3713,2109,1715,1902,1259,1571,1540,2204,3363,29.58,89.94,0,0,0,0,0,0,0,0,0,964,2568,3425,11411,9370,5382,3143,2498,1497,1469,1040,1079,2980,4493,4475,5817,4683,5812,5336,2538,1937,1987,1399,1264,1699,2114,4368,4448,4246,3819,3713,2109,1715,1902,1259,1571,1540,2204,3363,29.58,89.94,0,0,0,0,0,0,0,0,0,964,2568,3425,11411,9370,5382,3143,2498,1497,1469,1040,1079,2980,4493,4475,5817,4683,5812,5336,2538,1937,1987,1399,1264,1699,2114,4368,4448,4246,3819,3713,2109,1715,1902,1259,1571,1540,2204,3363,29.58,89.94,0,0,0,0,0,0,0,0,0,964,2568,3425,11411,9370,5382,3143,2498,1497,1469,1040,1079,2980,4493,4475,5817,4683,5812,5336,2538,1937,1987,1399,1264,1699,2114,4368,4448,4246,3819,3713,2109
Lake Lawtonka,34.76,-98.51,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,34.76,98.51,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,34.76,98.51,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,34.76,98.51,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187
Lake Le Homme Dieu,45.93,-95.35,3632,2051,1228,1019,1195,883,1000,1189,867,2940,3324,3578,8045,6926,3424,2006,1421,854,1138,952,1438,3874,2914,3979,6040,4885,4123,2131,1638,914,1058,790,1450,2845,3133,4185,2967,4319,4751,2795,1414,1034,1144,1144,1919,2215,3108,5062,45.93,95.35,3632,2051,1228,1019,1195,883,1000,1189,867,2940,3324,3578,8045,6926,3424,2006,1421,854,1138,952,1438,3874,2914,3979,6040,4885,4123,2131,1638,914,1058,790,1450,2845,3133,4185,2967,4319,4751,2795,1414,1034,1144,1144,1919,2215,3108,5062,45.93,95.35,3632,2051,1228,1019,1195,883,1000,1189,867,2940,3324,3578,8045,6926,3424,2006,1421,854,1138,952,1438,3874,2914,3979,6040,4885,4123,2131,1638,914,1058,790,1450,2845,3133,4185,2967,4319,4751,2795,1414,1034,1144,1144,1919,2215,3108,5062,45.93,95.35,3632,2051,1228,1019,1195,883,1000,1189,867,2940,3324,3578,8045,6926,3424,2006,1421,854,1138,952,1438,3874,2914,3979,6040,4885,4123,2131,1638,914,1058,790,1450,2845,3133,4185,2967,4319,4751,2795,1414
Lake Leavitt,40.37,-120.5,0,0,0,0,0,0,0,0,0,5216,7882,8016,11540,12116,10211,7227,6596,4211,4914,3631,4145,9404,9096,16434,14619,7023,7869,9794,5599,4226,4660,3425,3917,6114,6032,9092,10032,13410,10638,9576,5322,4147,4373,3431,4946,4731,7026,10944,40.37,120.5,0,0,0,0,0,0,0,0,0,5216,7882,8016,11540,12116,10211,7227,6596,4211,4914,3631,4145,9404,9096,16434,14619,7023,7869,9794,5599,4226,4660,3425,3917,6114,6032,9092,10032,13410,10638,9576,5322,4147,4373,3431,4946,4731,7026,10944,40.37,120.5,0,0,0,0,0,0,0,0,0,5216,7882,8016,11540,12116,10211,7227,6596,4211,4914,3631,4145,9404,9096,16434,14619,7023,7869,9794,5599,4226,4660,3425,3917,6114,6032,9092,10032,13410,10638,9576,5322,4147,4373,3431,4946,4731,7026,10944,40.37,120.5,0,0,0,0,0,0,0,0,0,5216,7882,8016,11540,12116,10211,7227,6596,4211,4914,3631,4145,9404,9096,16434,14619,7023,7869,9794,5599,4226,4660,3425,3917,6114,6032,9092,10032,13410,10638,9576,5322
Lake Leelanau,44.9,-85.72,9317,4862,2596,1940,2256,1568,1420,1748,1410,2257,3290,3997,7412,10841,7514,4686,3649,2165,2187,1583,1786,3605,4195,3753,6154,5922,6722,4762,2431,1904,1962,1471,1569,3032,3577,5257,5031,10272,6411,4027,2130,1754,1822,1315,1966,2280,3534,4578,44.9,85.72,9317,4862,2596,1940,2256,1568,1420,1748,1410,2257,3290,3997,7412,10841,7514,4686,3649,2165,2187,1583,1786,3605,4195,3753,6154,5922,6722,4762,2431,1904,1962,1471,1569,3032,3577,5257,5031,10272,6411,4027,2130,1754,1822,1315,1966,2280,3534,4578,44.9,85.72,9317,4862,2596,1940,2256,1568,1420,1748,1410,2257,3290,3997,7412,10841,7514,4686,3649,2165,2187,1583,1786,3605,4195,3753,6154,5922,6722,4762,2431,1904,1962,1471,1569,3032,3577,5257,5031,10272,6411,4027,2130,1754,1822,1315,1966,2280,3534,4578,44.9,85.72,9317,4862,2596,1940,2256,1568,1420,1748,1410,2257,3290,3997,7412,10841,7514,4686,3649,2165,2187,1583,1786,3605,4195,3753,6154,5922,6722,4762,2431,1904,1962,1471,1569,3032,3577,5257,5031,10272,6411,4027,2130
Lake Lery,29.79,-89.83,19744,13538,7893,6454,6464,4571,3977,4249,3315,9496,13076,12665,18067,27744,18908,9506,8144,5166,5484,4278,5441,12387,11649,15437,22872,21505,11357,8957,5149,4352,4837,3803,4370,7876,10531,16543,13231,29378,14743,9552,5977,5816,6842,5320,7884,9500,13200,16380,29.79,89.83,19744,13538,7893,6454,6464,4571,3977,4249,3315,9496,13076,12665,18067,27744,18908,9506,8144,5166,5484,4278,5441,12387,11649,15437,22872,21505,11357,8957,5149,4352,4837,3803,4370,7876,10531,16543,13231,29378,14743,9552,5977,5816,6842,5320,7884,9500,13200,16380,29.79,89.83,19744,13538,7893,6454,6464,4571,3977,4249,3315,9496,13076,12665,18067,27744,18908,9506,8144,5166,5484,4278,5441,12387,11649,15437,22872,21505,11357,8957,5149,4352,4837,3803,4370,7876,10531,16543,13231,29378,14743,9552,5977,5816,6842,5320,7884,9500,13200,16380,29.79,89.83,19744,13538,7893,6454,6464,4571,3977,4249,3315,9496,13076,12665,18067,27744,18908,9506,8144,5166,5484,4278,5441,12387,11649,15437,22872,21505,11357,8957,5149,4352,4837,3803,4370,7876,10531,16543,13231,29378,14743,9552,5977
Lake Lewisville,33.14,-96.98,19744,13538,7893,6454,6464,4571,3977,4249,3315,9496,13076,12665,18067,27744,18908,9506,8144,5166,5484,4278,5441,12387,11649,15437,22872,21505,11357,8957,5149,4352,4837,3803,4370,7876,10531,16543,13231,29378,14743,9552,5977,5816,6842,5320,7884,9500,13200,16380,33.14,96.98,19744,13538,7893,6454,6464,4571,3977,4249,3315,9496,13076,12665,18067,27744,18908,9506,8144,5166,5484,4278,5441,12387,11649,15437,22872,21505,11357,8957,5149,4352,4837,3803,4370,7876,10531,16543,13231,29378,14743,9552,5977,5816,6842,5320,7884,9500,13200,16380,33.14,96.98,19744,13538,7893,6454,6464,4571,3977,4249,3315,9496,13076,12665,18067,27744,18908,9506,8144,5166,5484,4278,5441,12387,11649,15437,22872,21505,11357,8957,5149,4352,4837,3803,4370,7876,10531,16543,13231,29378,14743,9552,5977,5816,6842,5320,7884,9500,13200,16380,33.14,96.98,19744,13538,7893,6454,6464,4571,3977,4249,3315,9496,13076,12665,18067,27744,18908,9506,8144,5166,5484,4278,5441,12387,11649,15437,22872,21505,11357,8957,5149,4352,4837,3803,4370,7876,10531,16543,13231,29378,14743,9552,5977
Lake Lida,46.58,-95.97,7350,4631,3244,2073,2753,1746,1732,2225,2555,6746,5760,6887,12358,12640,7166,3602,3285,1905,2238,2464,3458,6582,5287,5999,8990,7054,6290,4792,2672,2153,2529,2022,3157,5454,5164,8454,6959,8031,6194,4773,2792,2146,2599,2398,3942,3796,5032,7411,46.58,95.97,7350,4631,3244,2073,2753,1746,1732,2225,2555,6746,5760,6887,12358,12640,7166,3602,3285,1905,2238,2464,3458,6582,5287,5999,8990,7054,6290,4792,2672,2153,2529,2022,3157,5454,5164,8454,6959,8031,6194,4773,2792,2146,2599,2398,3942,3796,5032,7411,46.58,95.97,7350,4631,3244,2073,2753,1746,1732,2225,2555,6746,5760,6887,12358,12640,7166,3602,3285,1905,2238,2464,3458,6582,5287,5999,8990,7054,6290,4792,2672,2153,2529,2022,3157,5454,5164,8454,6959,8031,6194,4773,2792,2146,2599,2398,3942,3796,5032,7411,46.58,95.97,7350,4631,3244,2073,2753,1746,1732,2225,2555,6746,5760,6887,12358,12640,7166,3602,3285,1905,2238,2464,3458,6582,5287,5999,8990,7054,6290,4792,2672,2153,2529,2022,3157,5454,5164,8454,6959,8031,6194,4773,2792
Lake Lila,44,-74.75,0,0,0,0,0,0,0,0,973,6539,10883,12074,16172,27636,19216,11887,9676,6127,6222,4381,4568,8780,10415,10552,16023,16371,15652,12623,7452,6213,6832,4756,4483,7912,12365,23987,18013,15815,13585,12862,7682,6419,7104,5502,8106,8745,10271,13192,44,74.75,0,0,0,0,0,0,0,0,973,6539,10883,12074,16172,27636,19216,11887,9676,6127,6222,4381,4568,8780,10415,10552,16023,16371,15652,12623,7452,6213,6832,4756,4483,7912,12365,23987,18013,15815,13585,12862,7682,6419,7104,5502,8106,8745,10271,13192,44,74.75,0,0,0,0,0,0,0,0,973,6539,10883,12074,16172,27636,19216,11887,9676,6127,6222,4381,4568,8780,10415,10552,16023,16371,15652,12623,7452,6213,6832,4756,4483,7912,12365,23987,18013,15815,13585,12862,7682,6419,7104,5502,8106,8745,10271,13192,44,74.75,0,0,0,0,0,0,0,0,973,6539,10883,12074,16172,27636,19216,11887,9676,6127,6222,4381,4568,8780,10415,10552,16023,16371,15652,12623,7452,6213,6832,4756,4483,7912,12365,23987,18013,15815,13585,12862,7682
Lake Lillian,44.96,-94.88,15548,8451,4153,3234,3154,2179,1975,2245,1783,2960,4716,6566,7869,12078,12213,7202,5230,2825,2744,1900,1805,4539,5317,6267,9851,6963,8748,6885,3550,3017,3268,2336,2305,4552,5118,7688,6683,7594,7489,6882,3497,2754,2800,1976,2634,3053,4938,6498,44.96,94.88,15548,8451,4153,3234,3154,2179,1975,2245,1783,2960,4716,6566,7869,12078,12213,7202,5230,2825,2744,1900,1805,4539,5317,6267,9851,6963,8748,6885,3550,3017,3268,2336,2305,4552,5118,7688,6683,7594,7489,6882,3497,2754,2800,1976,2634,3053,4938,6498,44.96,94.88,15548,8451,4153,3234,3154,2179,1975,2245,1783,2960,4716,6566,7869,12078,12213,7202,5230,2825,2744,1900,1805,4539,5317,6267,9851,6963,8748,6885,3550,3017,3268,2336,2305,4552,5118,7688,6683,7594,7489,6882,3497,2754,2800,1976,2634,3053,4938,6498,44.96,94.88,15548,8451,4153,3234,3154,2179,1975,2245,1783,2960,4716,6566,7869,12078,12213,7202,5230,2825,2744,1900,1805,4539,5317,6267,9851,6963,8748,6885,3550,3017,3268,2336,2305,4552,5118,7688,6683,7594,7489,6882,3497
Lake Limestone,31.4,-96.35,13546,6737,3304,2586,2648,1921,1721,1957,1608,3544,5794,6586,10928,18983,13393,6146,4401,2423,2527,1788,2136,5581,6107,6910,9232,12817,11003,6087,3179,2515,2812,1855,1910,3973,6289,20929,9274,8467,7697,5988,3344,2852,3020,2221,2946,4098,5727,6762,31.4,96.35,13546,6737,3304,2586,2648,1921,1721,1957,1608,3544,5794,6586,10928,18983,13393,6146,4401,2423,2527,1788,2136,5581,6107,6910,9232,12817,11003,6087,3179,2515,2812,1855,1910,3973,6289,20929,9274,8467,7697,5988,3344,2852,3020,2221,2946,4098,5727,6762,31.4,96.35,13546,6737,3304,2586,2648,1921,1721,1957,1608,3544,5794,6586,10928,18983,13393,6146,4401,2423,2527,1788,2136,5581,6107,6910,9232,12817,11003,6087,3179,2515,2812,1855,1910,3973,6289,20929,9274,8467,7697,5988,3344,2852,3020,2221,2946,4098,5727,6762,31.4,96.35,13546,6737,3304,2586,2648,1921,1721,1957,1608,3544,5794,6586,10928,18983,13393,6146,4401,2423,2527,1788,2136,5581,6107,6910,9232,12817,11003,6087,3179,2515,2812,1855,1910,3973,6289,20929,9274,8467,7697,5988,3344
Lake Lizzie,46.63,-95.99,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,46.63,95.99,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,46.63,95.99,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,46.63,95.99,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166
Lake Long,29.58,-90.56,0,0,0,0,0,0,0,0,0,1820,4336,5735,10037,15348,12950,7958,6369,4229,4441,3128,2955,5527,6919,6745,10406,8261,9890,11178,6424,5012,4816,3169,2633,3341,4404,9096,11514,13902,9049,7067,4210,3990,4511,2990,3409,2722,3933,7935,29.58,90.56,0,0,0,0,0,0,0,0,0,1820,4336,5735,10037,15348,12950,7958,6369,4229,4441,3128,2955,5527,6919,6745,10406,8261,9890,11178,6424,5012,4816,3169,2633,3341,4404,9096,11514,13902,9049,7067,4210,3990,4511,2990,3409,2722,3933,7935,29.58,90.56,0,0,0,0,0,0,0,0,0,1820,4336,5735,10037,15348,12950,7958,6369,4229,4441,3128,2955,5527,6919,6745,10406,8261,9890,11178,6424,5012,4816,3169,2633,3341,4404,9096,11514,13902,9049,7067,4210,3990,4511,2990,3409,2722,3933,7935,29.58,90.56,0,0,0,0,0,0,0,0,0,1820,4336,5735,10037,15348,12950,7958,6369,4229,4441,3128,2955,5527,6919,6745,10406,8261,9890,11178,6424,5012,4816,3169,2633,3341,4404,9096,11514,13902,9049,7067,4210
Lake Lyndon B Johnson,30.59,-98.39,12848,7731,4637,3672,3271,2129,2198,5991,5642,12073,10023,9291,13482,14010,10375,9405,8933,6112,6546,3062,4102,12692,8526,13726,15618,8337,7783,8611,4976,3777,4033,3002,3311,6708,6680,11621,12792,14758,9686,6492,3856,3567,3956,2677,3694,4196,5832,8364,30.59,98.39,12848,7731,4637,3672,3271,2129,2198,5991,5642,12073,10023,9291,13482,14010,10375,9405,8933,6112,6546,3062,4102,12692,8526,13726,15618,8337,7783,8611,4976,3777,4033,3002,3311,6708,6680,11621,12792,14758,9686,6492,3856,3567,3956,2677,3694,4196,5832,8364,30.59,98.39,12848,7731,4637,3672,3271,2129,2198,5991,5642,12073,10023,9291,13482,14010,10375,9405,8933,6112,6546,3062,4102,12692,8526,13726,15618,8337,7783,8611,4976,3777,4033,3002,3311,6708,6680,11621,12792,14758,9686,6492,3856,3567,3956,2677,3694,4196,5832,8364,30.59,98.39,12848,7731,4637,3672,3271,2129,2198,5991,5642,12073,10023,9291,13482,14010,10375,9405,8933,6112,6546,3062,4102,12692,8526,13726,15618,8337,7783,8611,4976,3777,4033,3002,3311,6708,6680,11621,12792,14758,9686,6492,3856
Lake Macatawa,42.78,-86.16,13995,6661,3371,2699,2981,2252,1803,2066,1612,5366,7317,6872,16780,12028,6739,4791,4331,2563,2665,1880,2089,5538,6558,5026,6758,8681,10504,6545,3308,2672,2779,1987,2049,3574,4865,8347,8772,17809,8047,6036,3345,2464,2463,1829,2597,2641,4925,6767,42.78,86.16,13995,6661,3371,2699,2981,2252,1803,2066,1612,5366,7317,6872,16780,12028,6739,4791,4331,2563,2665,1880,2089,5538,6558,5026,6758,8681,10504,6545,3308,2672,2779,1987,2049,3574,4865,8347,8772,17809,8047,6036,3345,2464,2463,1829,2597,2641,4925,6767,42.78,86.16,13995,6661,3371,2699,2981,2252,1803,2066,1612,5366,7317,6872,16780,12028,6739,4791,4331,2563,2665,1880,2089,5538,6558,5026,6758,8681,10504,6545,3308,2672,2779,1987,2049,3574,4865,8347,8772,17809,8047,6036,3345,2464,2463,1829,2597,2641,4925,6767,42.78,86.16,13995,6661,3371,2699,2981,2252,1803,2066,1612,5366,7317,6872,16780,12028,6739,4791,4331,2563,2665,1880,2089,5538,6558,5026,6758,8681,10504,6545,3308,2672,2779,1987,2049,3574,4865,8347,8772,17809,8047,6036,3345
Lake Mallalieu 175,44.92,-92.77,7376,4873,3225,3062,3110,1821,1765,2532,2228,6942,7025,7934,14991,17034,8792,5375,3596,2803,2818,1935,3587,10351,7029,8858,11591,7438,8472,6287,2977,2748,2791,2093,2410,6015,5840,7596,9118,18394,7557,5418,3099,2563,2988,2066,3499,5107,6103,9210,44.92,92.77,7376,4873,3225,3062,3110,1821,1765,2532,2228,6942,7025,7934,14991,17034,8792,5375,3596,2803,2818,1935,3587,10351,7029,8858,11591,7438,8472,6287,2977,2748,2791,2093,2410,6015,5840,7596,9118,18394,7557,5418,3099,2563,2988,2066,3499,5107,6103,9210,44.92,92.77,7376,4873,3225,3062,3110,1821,1765,2532,2228,6942,7025,7934,14991,17034,8792,5375,3596,2803,2818,1935,3587,10351,7029,8858,11591,7438,8472,6287,2977,2748,2791,2093,2410,6015,5840,7596,9118,18394,7557,5418,3099,2563,2988,2066,3499,5107,6103,9210,44.92,92.77,7376,4873,3225,3062,3110,1821,1765,2532,2228,6942,7025,7934,14991,17034,8792,5375,3596,2803,2818,1935,3587,10351,7029,8858,11591,7438,8472,6287,2977,2748,2791,2093,2410,6015,5840,7596,9118,18394,7557,5418,3099
Lake Maloney,41.04,-100.8,7376,4873,3225,3062,3110,1821,1765,2532,2228,6942,7025,7934,14991,17034,8792,5375,3596,2803,2818,1935,3587,10351,7029,8858,11591,7438,8472,6287,2977,2748,2791,2093,2410,6015,5840,7596,9118,18394,7557,5418,3099,2563,2988,2066,3499,5107,6103,9210,41.04,100.8,7376,4873,3225,3062,3110,1821,1765,2532,2228,6942,7025,7934,14991,17034,8792,5375,3596,2803,2818,1935,3587,10351,7029,8858,11591,7438,8472,6287,2977,2748,2791,2093,2410,6015,5840,7596,9118,18394,7557,5418,3099,2563,2988,2066,3499,5107,6103,9210,41.04,100.8,7376,4873,3225,3062,3110,1821,1765,2532,2228,6942,7025,7934,14991,17034,8792,5375,3596,2803,2818,1935,3587,10351,7029,8858,11591,7438,8472,6287,2977,2748,2791,2093,2410,6015,5840,7596,9118,18394,7557,5418,3099,2563,2988,2066,3499,5107,6103,9210,41.04,100.8,7376,4873,3225,3062,3110,1821,1765,2532,2228,6942,7025,7934,14991,17034,8792,5375,3596,2803,2818,1935,3587,10351,7029,8858,11591,7438,8472,6287,2977,2748,2791,2093,2410,6015,5840,7596,9118,18394,7557,5418,3099
Lake Marble Falls,30.45,-98.03,11319,6588,3895,3372,3074,2724,2483,2828,3130,8666,7559,7373,10737,10303,6312,4925,4794,3128,3852,2916,4743,9887,9300,20767,12075,7329,6804,6925,4493,3292,3619,2606,4079,6298,5574,10072,10235,9400,6989,5594,3597,2531,3440,2667,4071,4343,5700,10682,30.45,98.03,11319,6588,3895,3372,3074,2724,2483,2828,3130,8666,7559,7373,10737,10303,6312,4925,4794,3128,3852,2916,4743,9887,9300,20767,12075,7329,6804,6925,4493,3292,3619,2606,4079,6298,5574,10072,10235,9400,6989,5594,3597,2531,3440,2667,4071,4343,5700,10682,30.45,98.03,11319,6588,3895,3372,3074,2724,2483,2828,3130,8666,7559,7373,10737,10303,6312,4925,4794,3128,3852,2916,4743,9887,9300,20767,12075,7329,6804,6925,4493,3292,3619,2606,4079,6298,5574,10072,10235,9400,6989,5594,3597,2531,3440,2667,4071,4343,5700,10682,30.45,98.03,11319,6588,3895,3372,3074,2724,2483,2828,3130,8666,7559,7373,10737,10303,6312,4925,4794,3128,3852,2916,4743,9887,9300,20767,12075,7329,6804,6925,4493,3292,3619,2606,4079,6298,5574,10072,10235,9400,6989,5594,3597
Lake Margrethe,44.65,-84.79,0,0,0,0,0,0,0,0,0,443,2910,3504,4405,8275,6352,4313,3582,2217,2300,1535,1423,2501,3074,3011,4345,5780,5253,4226,2327,1915,1945,1304,1280,2218,2619,4351,6149,10425,6114,4087,2315,1918,2106,1486,1713,1325,2085,4215,44.65,84.79,0,0,0,0,0,0,0,0,0,443,2910,3504,4405,8275,6352,4313,3582,2217,2300,1535,1423,2501,3074,3011,4345,5780,5253,4226,2327,1915,1945,1304,1280,2218,2619,4351,6149,10425,6114,4087,2315,1918,2106,1486,1713,1325,2085,4215,44.65,84.79,0,0,0,0,0,0,0,0,0,443,2910,3504,4405,8275,6352,4313,3582,2217,2300,1535,1423,2501,3074,3011,4345,5780,5253,4226,2327,1915,1945,1304,1280,2218,2619,4351,6149,10425,6114,4087,2315,1918,2106,1486,1713,1325,2085,4215,44.65,84.79,0,0,0,0,0,0,0,0,0,443,2910,3504,4405,8275,6352,4313,3582,2217,2300,1535,1423,2501,3074,3011,4345,5780,5253,4226,2327,1915,1945,1304,1280,2218,2619,4351,6149,10425,6114,4087,2315
Lake Marsh,44.65,-97.24,14609,9912,6186,5060,5578,4208,3973,4600,3727,12379,9855,10660,19085,19310,11807,7290,6819,4462,4690,3783,4824,10687,9181,9399,13482,10334,12262,10130,6288,5103,5614,4192,5790,8756,9152,12341,9555,9715,10927,10756,5950,4915,5880,4646,6290,7572,8116,12852,44.65,97.24,14609,9912,6186,5060,5578,4208,3973,4600,3727,12379,9855,10660,19085,19310,11807,7290,6819,4462,4690,3783,4824,10687,9181,9399,13482,10334,12262,10130,6288,5103,5614,4192,5790,8756,9152,12341,9555,9715,10927,10756,5950,4915,5880,4646,6290,7572,8116,12852,44.65,97.24,14609,9912,6186,5060,5578,4208,3973,4600,3727,12379,9855,10660,19085,19310,11807,7290,6819,4462,4690,3783,4824,10687,9181,9399,13482,10334,12262,10130,6288,5103,5614,4192,5790,8756,9152,12341,9555,9715,10927,10756,5950,4915,5880,4646,6290,7572,8116,12852,44.65,97.24,14609,9912,6186,5060,5578,4208,3973,4600,3727,12379,9855,10660,19085,19310,11807,7290,6819,4462,4690,3783,4824,10687,9181,9399,13482,10334,12262,10130,6288,5103,5614,4192,5790,8756,9152,12341,9555,9715,10927,10756,5950
